item_id,name,category,price,short_description,designer,depth,height,width
10351441,LUNNARP,Tables & desks,259,Coffee table: 90x55 cm,Johan Kroon,No Record,48,55
70273092,NORRARYD,Chairs,260,Chair,Nike Karlsson,51,83,47
40280843,NORRARYD,Chairs,260,Chair,Nike Karlsson,51,83,47
99228551,TROFAST,Children's furniture,260,Storage combination: 46x30x145 cm,Studio Copenhagen,30,145,46
10386501,SJÄLLAND,Outdoor furniture,260,Chair with armrests:  outdoor,David Wahl,60,86,60
9048413,VÄDDÖ,Outdoor furniture,261,Table+2 chairs:  outdoor,Henrik Preutz,No Record,No Record,No Record
340472,DIHULT,Sofas & armchairs,262.5,Pouffe,Gustav Carlberg,No Record,20,116
90420332,FREKVENS,Bar furniture,265,Bar table:  in/outdoor: 51x51 cm,Nicholai Wiig Hansen,No Record,99,51
29286417,EKET,Bookcases & shelving units,265,Cabinet combination with legs: 35x35x80 cm,Jon Karlsson/IKEA of Sweden,35,80,35
49000701,LINNMON / LERBERG,Tables & desks,265,Table: 150x75 cm,IKEA of Sweden,No Record,74,75
69331012,LINNMON / LERBERG,Tables & desks,265,Table: 150x75 cm,IKEA of Sweden,No Record,74,75
99932615,LINNMON / KRILLE,Tables & desks,265,Table: 120x60 cm,Francis Cayouette/IKEA of Sweden,No Record,74,60
60433901,MARKERAD,Beds,267,Cover for day-bed: 80x200 cm,Virgil Abloh,No Record,No Record,80
69248659,LIXHULT,Cabinets & cupboards,267,Storage combination: 25x75 cm,Jon Karlsson,25,75,25
49286341,EKET,Bookcases & shelving units,268,Wall-mounted cabinet combination: 105x35x70 cm,IKEA of Sweden/Jon Karlsson,35,70,105
40322876,SVALNÄS,Bookcases & shelving units,270,Desk space with 2 drawers: 81x35 cm,Jon Karlsson,35,No Record,81
59133593,LINNMON / ADILS,Tables & desks,270,Corner table: 120x120 cm,Jon Karlsson,No Record,74,120
79094213,ALGOT,Bookcases & shelving units,271.2,Wall upright/shelves: 46x41x197 cm,Francis Cayouette,41,197,46
80369112,NORDVIKEN,Bar furniture,275,Bar stool with backrest: 75 cm,Francis Cayouette,47,101,40
90344456,VILTO,Bookcases & shelving units,275,Shelving unit: 46x150 cm,Maja Ganszyniec,26,150,46
89248314,IVAR,Bookcases & shelving units,275,1 section/shelves: 89x30x179 cm,IKEA of Sweden,30,179,89
50363729,HÄLLAN,Cabinets & cupboards,275,Cabinet: 45x50 cm,Jon Karlsson,47,50,45
19304209,LEIFARNE,Café furniture,275,Chair with armrests,Mia Lagerman,50,87,53
49259743,SVENBERTIL,Café furniture,275,Chair with armrests,Mia Lagerman,50,84,53
59259752,LEIFARNE,Café furniture,275,Chair with armrests,Mia Lagerman,50,87,53
49228474,FANBYN,Chairs,275,Chair,492.284.74 Suitable for both indoor and outdoor use.You sit comfortably thanks to the chair's shaped back and seat.,No Record,No Record,No Record
59304207,LEIFARNE,Chairs,275,Chair with armrests,Mia Lagerman,50,87,53
19197704,SVENBERTIL,Chairs,275,Chair with armrests,Mia Lagerman,50,84,53
90146456,INGOLF,Chairs,275,Junior chair,Carina Bengs,45,77,41
10091453,TROFAST,Children's furniture,275,Frame: 99x44x94 cm,Studio Copenhagen,44,94,99
80153800,TROFAST,Children's furniture,275,Frame: 99x44x56 cm,Studio Copenhagen,44,56,99
40348664,YPPERLIG,Children's furniture,275,Children's table: 74x62 cm,HAY,No Record,51,62
50460886,SMÅGÖRA,Nursery furniture,275,Changing table/bookshelf,IKEA of Sweden,40,91,60
70208539,ÄPPLARÖ,Outdoor furniture,275,Reclining chair:  outdoor,K Hagberg/M Hagberg,80,101,63
39817883,POÄNG,Sofas & armchairs,275,Footstool,Noboru Nakamura,54,39,68
89259939,DELAKTIG,Sofas & armchairs,275,Backrest with cushion,Tom Dixon,25,33,No Record
19289317,DELAKTIG,Sofas & armchairs,275,Armrest with cushion,Tom Dixon,16,27,No Record
50434307,LUBBAN,Tables & desks,275,Trolley table with storage,A Fredriksson/J Hultqvist/W Chong,No Record,66,50
14630009,INGO,Tables & desks,275,Table: 120x75 cm,Gillis Lundgren,No Record,73,75
70340379,GUALÖV,Tables & desks,275,Storage table: 60 cm,Johanna Jelinek,No Record,47,No Record
79000686,LINNMON / GODVIN,Tables & desks,275,Table: 150x75 cm,IKEA of Sweden,No Record,74,75
60192826,ALEX,Tables & desks,275,Storage unit: 36x70 cm,Johanna Asshoff,58,70,36
10452628,NYBODA,Tables & desks,275,Coffee table w reversible table top: 75x60x50 cm,Ehlén Johansson,No Record,50,60
49215693,LINNMON / GODVIN,Tables & desks,275,Table: 150x75 cm,IKEA of Sweden,No Record,74,75
80213074,MICKE,Children's furniture,276,Desk: 105x50 cm,Henrik Preutz,50,75,105
70386503,SJÄLLAND,Outdoor furniture,276,Chair with armrests:  outdoor,David Wahl,60,86,60
50304075,NORSBORG,Sofas & armchairs,280,Cover for 2-seat section,Ehlén Johansson,No Record,No Record,No Record
30347151,KOARP,Sofas & armchairs,280,Armchair cover,Ehlén Johansson,No Record,No Record,No Record
70304201,NORSBORG,Sofas & armchairs,280,Cover chaise longue section,Ehlén Johansson,No Record,No Record,No Record
59182201,BILLY,Bookcases & shelving units,285,Bookcase: 80x28x237 cm,Gillis Lundgren/IKEA of Sweden,28,237,80
79010690,TÄRENDÖ / ADDE,Chairs,285,Table and 4 chairs: 110 cm,K Hagberg/M Hagberg/Marcus Arvonen,No Record,74,67
19220196,LINNMON / OLOV,Tables & desks,285,Table: 120x60 cm,IKEA of Sweden,No Record,No Record,60
49335515,LINNMON / OLOV,Tables & desks,285,Table: 120x60 cm,IKEA of Sweden,No Record,No Record,60
99161598,LIXHULT,Cabinets & cupboards,287,Storage combination: 95x35 cm,Jon Karlsson,35,35,95
39296901,MELLTORP / TEODORES,Chairs,289,Table and 2 chairs: 75x75 cm,David Wahl/Lisa Norinder,No Record,No Record,75
59201841,OLAUS,Bookcases & shelving units,290,1 shelf section: 92x36x181 cm,IKEA of Sweden,36,181,92
29287389,BILLY / OXBERG,Bookcases & shelving units,290,Bookcase with door: 40x30x106 cm,K Hagberg/M Hagberg/Gillis Lundgren,30,106,40
80017389,SANDVIKA,Beds,295,Guest bed: 80x190 cm,IKEA of Sweden,No Record,34,80
10448325,VITVAL,Beds,295,Underbed: 90x200 cm,Tord Björklund,No Record,20,90
30248537,SNIGLAR,Beds,295,Cot: 60x120 cm,IKEA of Sweden,No Record,80,66
80362974,SLÄKT,Beds,295,Storage box with castors: 62x62x35 cm,Ebba Strandmark,53,35,62
40033763,IVAR,Bookcases & shelving units,295,Cabinet: 80x30x83 cm,IKEA of Sweden,30,83,80
70342199,FJÄLLBO,Bookcases & shelving units,295,Shelving unit: 51x136 cm,Johan Kroon,36,136,51
10119206,DETOLF,Cabinets & cupboards,295,Glass-door cabinet: 43x163 cm,IKEA of Sweden,37,163,43
60428990,NORRÅKER,Café furniture,295,Bench: 103 cm,J Karlsson/N Karlsson,No Record,45,29
9221016,FANBYN,Chairs,295,Chair with armrests,092.210.16 You sit comfortably thanks to the shaped back and armrests.Suitable for both indoor and outdoor use.,No Record,No Record,No Record
50039552,IKEA PS GULLHOLMEN,Chairs,295,Rocking-chair,Maria Vinka,68,75,62
10334753,MACKAPÄR,Chairs,295,Bench with storage compartments: 100x51 cm,Eva Lilja Löwenhielm,35,51,100
19190340,HENRIKSDAL,Chairs,295,Chair,IKEA of Sweden,58,97,51
29220780,HENRIKSDAL,Chairs,295,Chair,IKEA of Sweden,58,97,51
243800,HEMNES,Chairs,295,Bench with shoe storage: 85x32 cm,Carina Bengs,32,65,85
49220374,HENRIKSDAL,Chairs,295,Chair,IKEA of Sweden,58,97,51
9220842,HENRIKSDAL,Chairs,295,Chair with long cover,IKEA of Sweden,58,97,51
60247051,GAMLEBY,Chairs,295,Chair,Nike Karlsson,50,85,42
20403562,MALM,Chests of drawers & drawer units,295,Chest of 3 drawers: 80x78 cm,IKEA of Sweden,48,78,80
30439457,NIKKEBY,Chests of drawers & drawer units,295,Chest of 2 drawers: 46x70 cm,L Hilland/J Karlsson,49,70,46
80433486,GODISHUS,Chests of drawers & drawer units,295,Chest of 3 drawers: 60x64 cm,"804.334.86 Perfect height for small children. They can easily reach and find things on their own.With the included colourful stickers, you can quickly label the drawers in your own personal way.You can also write with chalk on the sticker to keep track of where you have your things.WARNING! TIPPING HAZARD – Unanchored furniture can tip over. This furniture shall be anchored to the wall with the enclosed safety fitting to prevent it from tipping over.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.",40,64,60
49128945,PÅHL,Children's furniture,295,Desk: 96x58 cm,S Fager/J Jelinek,58,No Record,96
10459903,KALLAX,Sideboards: buffets & console tables,295,Shelving unit: 77x147 cm,Tord Björklund,39,147,77
80425212,KLIPPAN,Sofas & armchairs,295,Cover for 2-seat sofa,IKEA of Sweden,No Record,No Record,No Record
30397080,GRÖNLID,Sofas & armchairs,295,Cover for chaise longue section,Francis Cayouette,No Record,No Record,No Record
90476258,HÄSSELBY,Sofas & armchairs,295,Cover for 3-seat sofa,904.762.58 The cover is easy to keep clean since it is removable and machine washable.This product is an extra cover. Sofa is sold separately.,No Record,No Record,No Record
70335486,FJÄLLBO,Tables & desks,295,Coffee table: 90x46 cm,Johan Kroon,No Record,46,46
50351175,GRANBODA,Tables & desks,295,Nest of tables:  set of 3,Jonas Hultqvist,No Record,1,3
30339735,FJÄLLBO,Tables & desks,295,Laptop table: 100x36 cm,Johan Kroon,36,75,100
30302299,BRUSALI,Tables & desks,295,Desk: 90x52 cm,IKEA of Sweden,52,73,90
10297656,LISABO,Tables & desks,295,Side table: 45x45 cm,K Hagberg/M Hagberg,No Record,45,45
10365457,ÅMLIDEN,Tables & desks,295,Table top: 120x60 cm,Jomi Evers,No Record,No Record,60
30240348,BEKVÄM,Trolleys,295,Kitchen trolley: 58x50 cm,IKEA of Sweden,No Record,85,50
10302295,BRUSALI,TV & media furniture,295,TV bench: 120x36x62 cm,IKEA of Sweden,36,62,120
99903788,ALGOT,Bookcases & shelving units,296,Wall upright/shelves: 86x41x197 cm,Francis Cayouette,41,197,86
79248668,LIXHULT,Cabinets & cupboards,297,Storage combination: 105x70 cm,Jon Karlsson,35,70,105
19161489,MELLTORP / NISSE,Chairs,297,Table and 2 folding chairs: 75 cm,Lisa Norinder,No Record,72,75
80379620,HEMNES,Wardrobes,297.5,Open wardrobe: 99x37x130 cm,IKEA of Sweden,37,130,99
10424353,VIMUND,Chairs,299,Children's desk chair,IKEA of Sweden,59,No Record,62
9010702,MELLTORP / MARIUS,Chairs,299,Table and 4 stools: 125 cm,Ola Wihlborg/Lisa Norinder,No Record,72,75
40393661,KULLEN,Chests of drawers & drawer units,299,Chest of 5 drawers: 70x112 cm,IKEA of Sweden,40,112,70
80270125,LÖVBACKEN,Tables & desks,299,Side table: 77x39 cm,IKEA of Sweden,No Record,51,39
60444259,LERHAMN,Tables & desks,299,Table: 74x74 cm,Nike Karlsson,No Record,75,74
50444306,LERHAMN,Tables & desks,299,Table: 74x74 cm,Nike Karlsson,No Record,75,74
20249896,SVÄRTA,Beds,300,Desk top,Tord Björklund,88,2,200
50360009,STRANDMON,Sofas & armchairs,300,Footstool,IKEA of Sweden,40,44,60
40417695,VALLENTUNA,Sofas & armchairs,300,Backrest: 80x80 cm,Ehlén Johansson,13,84,80
89248192,KUNGSHAMN,Sofas & armchairs,300,Footstool module,Mikael Axelsson,No Record,44,67
413538,STOCKSUND,Sofas & armchairs,300,Cover for bench,"004.135.38 SEGERSTA cover is made of cotton and polyester and is a very durable fabric, with a woven checkered pattern and a soft, smooth surface.This cover’s ability to resist abrasion has been tested to handle 50,000 cycles. 15,000 cycles or more is suitable for furniture used every day at home. Over 30,000 cycles means a good ability to resist abrasion.The cover has a lightfastness level of 5 (the ability to resist colour fading) on a scale of 1 to 8. According to industry standards, a lightfastness level of 4 or higher is suitable for home use.This product is an extra cover. Frame is sold separately.",No Record,No Record,No Record
60397998,GRÖNLID,Sofas & armchairs,300,Armrest,Francis Cayouette,93,68,18
49001965,LINNMON / ADILS,Tables & desks,300,Table: 200x60 cm,IKEA of Sweden,No Record,74,60
80281416,RYDEBÄCK,Tables & desks,300,Table top: 150x78x3.7 cm,IKEA of Sweden,No Record,No Record,78
19903834,ALGOT,Bookcases & shelving units,302,Wall upright/shelves/drying rack: 132x61x197 cm,Francis Cayouette,61,197,132
9177626,BILLY,Bookcases & shelving units,305,Bookcase: 40x28x237 cm,Gillis Lundgren/IKEA of Sweden,28,237,40
40336190,BRÅTHULT,Sofas & armchairs,305,Cover for corner sofa,Lisa Hilland,No Record,No Record,No Record
9305247,PLATSA,TV & media furniture,307,TV bench: 120x42x44 cm,IKEA of Sweden,42,44,120
60205188,ÄPPLARÖ,Outdoor furniture,309,One-seat section:  outdoor,K Hagberg/M Hagberg,80,73,63
49248311,IVAR,Bookcases & shelving units,310,Shelving unit: 89x30x179 cm,IKEA of Sweden,30,179,89
322897,SVALNÄS,Bookcases & shelving units,310,Cabinet with 2 doors: 61x35 cm,Jon Karlsson,35,39,61
29301700,LEIFARNE,Chairs,310,Swivel chair,Mia Lagerman,69,No Record,69
59303123,SVENBERTIL,Chairs,310,Swivel chair,Mia Lagerman,69,No Record,69
59286468,EKET,Cabinets & cupboards,311,Cabinet combination with legs: 70x35x80 cm,Jon Karlsson,35,80,70
50267049,KUNGSHOLMEN,Outdoor furniture,311.4,One-seat section:  outdoor,Nike Karlsson,80,73,62
49280042,BILLY / OXBERG,Bookcases & shelving units,315,Bookcase with doors: 80x30x106 cm,Gillis Lundgren,30,106,80
69287373,BILLY / MORLIDEN,Bookcases & shelving units,315,Bookcase with glass door: 40x30x106 cm,IKEA of Sweden/Gillis Lundgren,30,106,40
19277116,BILLY / BOTTNA,Bookcases & shelving units,315,Bookcase with display shelf: 80x28x202 cm,Gillis Lundgren/K Hagberg/M Hagberg,28,202,80
50401986,SJÄLLAND,Outdoor furniture,316,Bench:  outdoor: 136 cm,David Wahl,42,52,136
50405338,SJÄLLAND,Outdoor furniture,316,Reclining chair:  outdoor,David Wahl,75,110,58
10441729,FLOTTEBO,Sofas & armchairs,316,Cover sofa-bed: 90 cm,104.417.29 The cover is easy to keep clean as it is removable and can be machine washed.,No Record,No Record,No Record
10383461,NORDLI,Chests of drawers & drawer units,320,Modular chest of 2 drawers: 80x45 cm,Ola Wihlborg,47,45,80
20383465,NORDLI,Chests of drawers & drawer units,320,Modular chest of 3 drawers: 40x68 cm,Ola Wihlborg,47,68,40
60365855,NORDLI,Chests of drawers & drawer units,320,Modular chest of 2 drawers: 80x45 cm,Ola Wihlborg,47,45,80
10365928,NORDLI,Chests of drawers & drawer units,320,Modular chest of 3 drawers: 40x68 cm,Ola Wihlborg,47,68,40
20308697,TROFAST,Children's furniture,320,Frame: 94x52 cm,Studio Copenhagen,44,52,94
79279396,VALLENTUNA,Sofas & armchairs,320,Back rest: 100x80 cm,IKEA of Sweden/Fredriksson/L Löwenhielm/Hilland,13,4,100
70304121,NORSBORG,Sofas & armchairs,320,Cover for corner section,Ehlén Johansson,No Record,No Record,No Record
89285467,ALGOT,Bookcases & shelving units,321,Shelving unit: 127x41x85 cm,Francis Cayouette,41,85,127
29268946,ASKHOLMEN,Outdoor furniture,323,Table for wall+1 fold chr:  outdoor,Jon Karlsson/IKEA of Sweden/Eva Lilja Löwenhielm,No Record,No Record,No Record
79912760,NORBERG / NISSE,Chairs,324,Table and 1 chair: 74 cm,Lisa Norinder/Marcus Arvonen,60,No Record,74
40363621,HÄLLAN,Cabinets & cupboards,325,Cabinet: 45x75 cm,Jon Karlsson,47,75,45
89291312,HÄLLAN,Cabinets & cupboards,325,Storage combination with doors: 45x47x67 cm,Jon Karlsson,47,67,45
50185303,NORRNÄS,Chairs,325,Chair,Mikael Warnhammar,53,95,42
392041,BRIMNES,Chests of drawers & drawer units,325,Chest of 3 drawers: 78x95 cm,K Hagberg/M Hagberg,46,95,78
89128953,PÅHL,Children's furniture,325,Desk: 128x58 cm,S Fager/J Jelinek,58,No Record,128
10434309,GAMLEHULT,Sofas & armchairs,325,Footstool with storage,A Fredriksson/J Hultqvist/W Chong,No Record,36,No Record
50304990,BRUSALI,Tables & desks,325,Corner desk: 120x73 cm,IKEA of Sweden,73,73,120
70299959,TYSSEDAL,Tables & desks,325,Bedside table: 51x40 cm,Ebba Strandmark,40,59,51
59933179,LINNMON / ODDVALD,Tables & desks,325,Table: 150x75 cm,IKEA of Sweden,No Record,73,75
9128947,PÅHL,Tables & desks,325,Desk: 128x58 cm,S Fager/J Jelinek,58,No Record,128
80433900,MARKERAD,Chairs,327,Chair,Virgil Abloh,46,76,53
50343331,VEBERÖD,Chairs,327,Bench: 88x53 cm,Gustav Carlberg,45,53,88
60336194,SANDBACKEN,Sofas & armchairs,330,Cover for corner sofa,Lisa Hilland,No Record,No Record,No Record
9335555,LINNMON / LERBERG,Tables & desks,330,Table: 200x60 cm,IKEA of Sweden,No Record,74,60
69325902,IVAR,Bookcases & shelving units,335,1 section/shelves/drawers: 48x30x179 cm,IKEA of Sweden,30,179,48
80251513,GÅRÖ,Outdoor furniture,339,Hammock stand:  outdoor,IKEA of Sweden,No Record,129,119
39287398,BILLY / OXBERG,Bookcases & shelving units,340,Bookcase with glass door: 40x30x202 cm,"392.873.98 Glass doors keep your favourite items free from dust but still visible.Adjustable shelves; adapt space between shelves according to your needs.Adjustable hinges allow you to adjust the door horizontally and vertically.This furniture must be fixed to the wall with the enclosed wall fastener.Handle with care! A damaged edge or scratched surface can cause the glass to suddenly crack and/or break. Avoid collisions from the side - this is where the glass is most vulnerable.Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home, sold separately.Min. ceiling height required: 205 cm.1 fixed shelf and 4 adjustable shelves included.May be completed with BILLY height extension unit in the same width for added storage vertically.",30,202,40
30405339,SJÄLLAND,Outdoor furniture,340,Reclining chair:  outdoor,David Wahl,75,110,58
70401706,SJÄLLAND,Outdoor furniture,340,Bench:  outdoor: 136 cm,David Wahl,42,52,136
89241614,NORSBORG,Sofas & armchairs,340,Armrest,Ehlén Johansson,88,52,16
10122647,INGOLF,Bar furniture,345,Bar stool with backrest: 63 cm,Carina Bengs,45,91,40
400550,EKEDALEN,Bar furniture,345,Bar stool with backrest: 75 cm,Ehlén Johansson,52,114,43
400545,EKEDALEN,Bar furniture,345,Bar stool with backrest: 75 cm,Ehlén Johansson,51,114,43
10400540,EKEDALEN,Bar furniture,345,Bar stool with backrest: 75 cm,Ehlén Johansson,52,114,43
450347,KOLBJÖRN,Bookcases & shelving units,345,Cabinet in/outdoor: 80x81 cm,IKEA of Sweden,35,81,80
30381593,IVAR,Bookcases & shelving units,345,Cabinet with doors: 80x83 cm,Sarah Fager,30,83,80
39278290,KALLAX,Bookcases & shelving units,345,Shelving unit with 2 inserts: 42x147 cm,Tord Björklund,39,147,42
9017826,BILLY,Bookcases & shelving units,345,Bookcase: 240x28x106 cm,Gillis Lundgren,28,106,240
30409295,KOLBJÖRN,Bookcases & shelving units,345,Cabinet in/outdoor: 80x81 cm,IKEA of Sweden,35,81,80
450352,IVAR,Bookcases & shelving units,345,Cabinet with doors: 80x83 cm,IKEA of Sweden,30,83,80
39272641,BROR,Bookcases & shelving units,345,Shelving unit: 65x40x110 cm,IKEA of Sweden,40,110,65
10353765,KLIMPEN,Bookcases & shelving units,345,Table leg with storage: 58x70 cm,Tina Christensen,33,70,58
10422504,RÖNNINGE,Café furniture,345,Chair,Maja Ganszyniec,49,79,46
80349671,TOBIAS,Chairs,345,Chair,Carl Öjerstam,56,82,55
10407136,IKEA PS LÖMSK,Chairs,345,Swivel armchair,Monika Mulder,62,75,59
447680,NORDKISA,Chairs,345,Bench: 80 cm,L Hilland/J Karlsson,47,53,No Record
60334722,TOBIAS,Chairs,345,Chair,Carl Öjerstam,56,82,55
9252593,LANGUR,Chairs,345,Junior/highchair,J Fritzdorf/J Feldman/J Hedberg,61,87,56
451498,NIKKEBY,Chests of drawers & drawer units,345,Chest of 4 drawers: 84x70 cm,L Hilland/J Karlsson,49,70,84
50391143,ASKVOLL,Chests of drawers & drawer units,345,Chest of 5 drawers: 45x109 cm,K Hagberg/M Hagberg,41,109,45
10192824,ALEX,Chests of drawers & drawer units,345,Drawer unit: 36x70 cm,Johanna Asshoff,58,70,36
40373615,SOLLERÖN,Outdoor furniture,345,Stool:  outdoor: 62x62 cm,Jonas Hultqvist,No Record,32,62
10424621,KNOPPARP,Sofas & armchairs,345,2-seat sofa,"104.246.21 KNOPPARP sofa is very durable thanks to the metal construction and strong supporting fabric.Thanks to the innovative construction, we can use less materials and foam when we make KNOPPARP sofa, while the padded cover ensures that the comfort is maintained.A sofa with small, neat dimensions which is easy to furnish with, even when space is limited. This cover is made from KNISA fabric in polyester, which is dope-dyed. It’s a durable material which has a soft feel.The dope-dyeing process reduces consumption of water and dyestuff compared to traditional dyeing techniques.The cover is easy to keep clean as it is removable and can be machine washed.Easy to bring home if you choose to carry it on your own. The packaging is just over one metre in height and weighs 17 kg.10 year guarantee. Read about the terms in the guarantee brochure.This cover’s ability to resist abrasion has been tested to handle 40,000 cycles. 15,000 cycles or more is suitable for furniture used every day at home. Over 30,000 cycles means a good ability to resist abrasion.The cover has a lightfastness level of 5-6 (the ability to resist colour fading) on a scale of 1 to 8. According to industry standards, a lightfastness level of 4 or higher is suitable for home use.",76,70,119
90413478,STOCKSUND,Sofas & armchairs,345,Cover for armchair,"904.134.78 SEGERSTA cover is made of cotton and polyester and is a very durable fabric, with a woven checkered pattern and a soft, smooth surface.This product is an extra cover. Armchair is sold separately.This cover’s ability to resist abrasion has been tested to handle 50,000 cycles. 15,000 cycles or more is suitable for furniture used every day at home. Over 30,000 cycles means a good ability to resist abrasion.The cover has a lightfastness level of 5 (the ability to resist colour fading) on a scale of 1 to 8. According to industry standards, a lightfastness level of 4 or higher is suitable for home use.",No Record,No Record,No Record
385309,SANDARED,Sofas & armchairs,345,Pouffe: 56 cm,Synnöve Mork,No Record,41,No Record
10438166,NYHAMN,Sofas & armchairs,345,Cover for 3-seat sofa-bed,Lisa Hilland,No Record,No Record,No Record
70290459,BRIMNES,Tables & desks,345,Dressing table: 70x42 cm,K Hagberg/M Hagberg,42,77,70
30415625,GRUNDSUND,Tables & desks,345,Nest of tables:  set of 3,"304.156.25 Can be used individually or be pushed together to save space.Low weight; easy to move.Sizes: (length x width x height) 27x22x35 cm, 36x26x38 cm, 45x30x40 cm.",No Record,No Record,No Record
40304467,MARYD,Tables & desks,345,Tray table: 58x38x58 cm,Carina Bengs,No Record,58,38
40410340,ALEX,Tables & desks,345,Drawer unit: 36x70 cm,Johanna Asshoff,58,70,36
50466497,LJUV,Tables & desks,345,Coffee table: 55 cm,Nada Debs,No Record,35,No Record
10415853,SUNDSTA,Tables & desks,345,Nest of tables:  set of 3,"104.158.53 Can be used individually or be pushed together to save space.Low weight; easy to move.Sizes: (length x width x height) 27x22x35 cm, 36x26x38 cm, 45x30x40 cm.",No Record,No Record,No Record
40136681,VEJMON,Tables & desks,345,Side table: 60 cm,Ehlén Johansson,No Record,60,No Record
80278287,HILVER,Tables & desks,345,Table top: 140x65 cm,Chenyi Ke,No Record,No Record,65
30353745,GLASHOLM,Tables & desks,345,Table top: 148x73 cm,Jomi Evers,No Record,No Record,73
10306613,BRUSALI,TV & media furniture,345,TV bench: 120x36x85 cm,IKEA of Sweden,36,85,120
50453758,RAKKESTAD,Wardrobes,345,Wardrobe with 2 doors: 79x176 cm,IKEA of Sweden,55,176,79
70334057,IKEA PS 2017,Tables & desks,346.5,Side table on castors: 69x40 cm,Thomas Sandell,No Record,80,40
49189199,EKET,Bookcases & shelving units,347,Cabinet combination with feet: 70x25x72 cm,IKEA of Sweden/Jon Karlsson,25,72,70
69239607,ALGOT,Bookcases & shelving units,347,Wall upright/shelves/rod: 132x41x197 cm,Francis Cayouette,41,197,132
50298418,FLISAT,Children's furniture,349,Children's table: 83x58 cm,S Fager/J Karlsson,No Record,48,58
80437234,KLEPPSTAD,Wardrobes,349,Wardrobe with 2 doors: 79x176 cm,IKEA of Sweden,55,176,79
99017445,KALLAX,Bookcases & shelving units,350,Shelving unit with doors: 77x147 cm,Tord Björklund,39,147,77
69248348,IVAR,Bookcases & shelving units,350,2 sections/shelves: 174x30x124 cm,IKEA of Sweden,30,124,174
19279177,LIXHULT,Cabinets & cupboards,350,Cabinet combination: 120x35x57 cm,Jon Karlsson,35,35,120
90339412,MILLBERGET,Chairs,350,Swivel chair,Ola Wihlborg,65,No Record,No Record
418376,LIDKULLEN,Chairs,350,Active sit/stand support,E Thomasson/P Süssmann,No Record,No Record,60
89228472,TROFAST,Children's furniture,350,Storage combination: 99x44x56 cm,Studio Copenhagen,44,56,99
49123405,TROFAST,Children's furniture,350,Storage combination: 99x44x56 cm,Studio Copenhagen,44,56,99
80428927,LYCKSELE,Sofas & armchairs,350,Cover for 2-seat sofa-bed,"804.289.27 The cover is easy to keep clean as it is removable and can be machine washed.This cover's ability to resist abrasion has been tested to handle 20,000 cycles. A cover that withstands 15,000 cycles or more is suitable for furniture that should withstand everyday use in the home.The cover has a lightfastness level of 5 (the ability to resist colour fading) on a scale of 1 to 8. According to industry standards, a lightfastness level of 4 or higher is suitable for home use.This product is an extra cover. Sofa is sold separately.",No Record,No Record,No Record
19290071,LIDHULT,Sofas & armchairs,350,Armrest,Henrik Preutz,98,62,24
79305220,VIMLE,Sofas & armchairs,350,Cover for chaise longue,Ehlén Johansson,164,83,111
40399012,GRÖNLID,Sofas & armchairs,350,Cover for armchair,IKEA of Sweden,No Record,No Record,No Record
405133,LIDHULT,Sofas & armchairs,350,Cover for 2-seat sofa-bed section,Henrik Preutz,No Record,No Record,No Record
10405590,LIDHULT,Sofas & armchairs,350,Cover for corner section,Henrik Preutz,No Record,No Record,No Record
9214233,LINNMON / OLOV,Tables & desks,351,Table: 120x60 cm,IKEA of Sweden,No Record,No Record,60
69305249,PLATSA,TV & media furniture,355,TV bench: 120x42x53 cm,IKEA of Sweden/Ola Wihlborg,42,53,120
89279174,LIXHULT,Cabinets & cupboards,356,Wall-mounted cabinet combination: 50x25x50 cm,Jon Karlsson,25,50,50
9290123,EKET,Cabinets & cupboards,356,Cabinet combination with feet: 35x35x107 cm,Jon Karlsson/IKEA of Sweden,35,107,35
9277211,PLATSA,Chests of drawers & drawer units,356,Chest of 2 drawers: 60x57x53 cm,IKEA of Sweden/Ola Wihlborg,57,53,60
29262435,SJÄLLAND,Outdoor furniture,356,Table:  outdoor: 71x71x73 cm,David Wahl,No Record,73,71
20386505,SJÄLLAND,Outdoor furniture,356,Table top:  outdoor: 85x72 cm,David Wahl,No Record,No Record,72
50407021,LIDHULT,Sofas & armchairs,356,Armrest,Henrik Preutz,98,62,24
49214306,LINNMON / ALEX,Tables & desks,356,Table: 120x60 cm,Johanna Asshoff/IKEA of Sweden,No Record,74,60
70268811,BEKANT,Room dividers,357,Screen for desk: 120 cm,K Malmvall/E Lilja Löwenhielm,No Record,120,83
99305257,PLATSA,TV & media furniture,357,TV bench: 160x42x44 cm,IKEA of Sweden,42,44,160
99014376,MELLTORP / ADDE,Chairs,359,Table and 4 chairs: 125 cm,Marcus Arvonen/Lisa Norinder,No Record,72,75
79161486,MELLTORP / ADDE,Chairs,359,Table and 4 chairs: 125 cm,Marcus Arvonen/Lisa Norinder,No Record,72,75
69185435,KRITTER,Beds,360,Bed frame with slatted bed base: 70x160 cm,IKEA of Sweden/Anna Efverlund,No Record,No Record,75
