item_id,name,category,price,short_description,designer,depth,height,width
80336433,GUBBARP,Bookcases & shelving units,3,Knob: 21 mm,H Preutz/A Fredriksson,27,No Record,No Record
87749600,OBSERVATÖR,Bookcases & shelving units,5,Cross-brace: 100 cm,IKEA of Sweden,No Record,No Record,No Record
70091412,TROFAST,Children's furniture,5,Storage box: 20x30x10 cm,Studio Copenhagen,No Record,10,30
91415,TROFAST,Children's furniture,5,Lid: 20x28 cm,Studio Copenhagen,No Record,No Record,28
90323393,FIXA,Bookcases & shelving units,5.6,Drill template,903.233.93 Drill template for marking the hole location of knobs or handles makes it easier for you to place them correctly.The strip on the drill template is put against the edge of the door or drawer front; helps you to place the handle perfectly straight vertically or horizontally.,No Record,No Record,64
50236487,ALGOT,Bookcases & shelving units,6,Mounting rail: 66 cm,Francis Cayouette,No Record,No Record,2
50218563,ALGOT,Bookcases & shelving units,6,Rod for brackets: 60 cm,Francis Cayouette,No Record,No Record,60
335885,SKÅDIS,Bookcases & shelving units,6,Connector for ALGOT,Eva Lilja Löwenhielm,2,4,5
50046152,HEDRA,Bookcases & shelving units,9,Knob: 32 mm,IKEA of Sweden,27,No Record,No Record
20218545,ALGOT,Bookcases & shelving units,9,Bracket: 38 cm,Francis Cayouette,38,No Record,2
10434187,ALGOT,Bookcases & shelving units,9,Bracket: 38 cm,Francis Cayouette,38,No Record,2
90336550,BENÖ,Outdoor furniture,9,Chair pad:  outdoor: 35 cm,Paulin Machado,No Record,No Record,No Record
10457999,BERGENES,Tables & desks,9,Holder for mobile phone/tablet,IKEA of Sweden,No Record,No Record,8
40401859,ALGOT,Bookcases & shelving units,10,Pull-out rail for baskets,Francis Cayouette,40,No Record,1
50308002,TROFAST,Children's furniture,10,Storage box: 42x30x10 cm,Studio Copenhagen,No Record,10,30
80089239,TROFAST,Children's furniture,10,Storage box: 42x30x10 cm,Studio Copenhagen,No Record,10,30
40466285,TROFAST,Children's furniture,10,Storage box: 42x30x10 cm,404.662.85 Fits in TROFAST frames.Can be stacked when completed with a lid.May be completed with TROFAST lid.,30,10,42
20302596,ISBERGET,Tables & desks,10,Tablet stand: 25x25 cm,Sarah Fager,25,9,25
80265143,BERTIL,Chairs,11.4,Chair pad: 33 cm,IKEA of Sweden,No Record,No Record,No Record
10428332,HYLLIS,Bookcases & shelving units,12,Cover: 60x27x74 cm,104.283.32 Suitable for both indoor and outdoor use.The cover is easy to put on and remove.Protects your things from dust.At the top of the cover there is an opening that allows air to circulate.You can also use the shelving unit with cover as a small greenhouse.,No Record,74,60
80334617,EKET,Bookcases & shelving units,12,Connection fittings,IKEA of Sweden,No Record,No Record,No Record
10273090,MÖLLARP,Bookcases & shelving units,12,Knob: 14 mm,K Hagberg/M Hagberg,25,No Record,No Record
80391716,FRÖSÖN,Outdoor furniture,14.4,Cover for chair cushion: 35 cm,Eva Lilja Löwenhielm,No Record,No Record,No Record
20312492,OBSERVATÖR,Bookcases & shelving units,15,Clip-on basket,Henrik Preutz,No Record,18,30
60419962,JONAXEL,Bookcases & shelving units,15,Wire basket: 25x51x15 cm,IKEA of Sweden,51,15,25
90394470,BOTTNA,Bookcases & shelving units,15,Book-end,K Hagberg/M Hagberg,No Record,15,13
90311069,OBSERVATÖR,Bookcases & shelving units,15,Clip-on basket,Henrik Preutz,No Record,18,30
50343147,BROR,Bookcases & shelving units,15,Hook for post: 7x5x3 cm 2 pack,IKEA of Sweden,5,7,3
10429987,JONAXEL,Bookcases & shelving units,15,Adjustable clothes rail: 46-82 cm,IKEA of Sweden,No Record,No Record,No Record
50293604,BESTÅ,Bookcases & shelving units,15,Supporting leg: 10 cm,IKEA of Sweden,No Record,10,No Record
70340044,EKET,Bookcases & shelving units,15,Foot:  adjustable,IKEA of Sweden,No Record,No Record,8
340047,EKET,Bookcases & shelving units,15,Suspension rail: 35 cm,IKEA of Sweden,1,4,29
60323592,BILLSBRO,Bookcases & shelving units,15,Handle: 40 mm,H Preutz/A Fredriksson,No Record,No Record,No Record
20334314,BILLSBRO,Bookcases & shelving units,15,Handle: 40 mm,H Preutz/A Fredriksson,No Record,No Record,No Record
60248418,FÖRSIKTIG,Chairs,15,Children's stool,K Hagberg/M Hagberg,24,13,37
410083,STRÅFLY,Chairs,15,Chair pad: 36 cm,IKEA of Sweden,No Record,No Record,No Record
95685100,TROFAST,Children's furniture,15,Storage box: 42x30x23 cm,Studio Copenhagen,No Record,23,30
30298023,TROFAST,Children's furniture,15,Storage box: 42x30x23 cm,Studio Copenhagen,No Record,23,30
30466281,TROFAST,Children's furniture,15,Storage box: 42x30x23 cm,304.662.81 Fits in TROFAST frames.Can be stacked when completed with a lid.May be completed with TROFAST lid.,30,23,42
50466275,TROFAST,Children's furniture,15,Storage box: 42x30x23 cm,504.662.75 Fits in TROFAST frames.Can be stacked when completed with a lid.May be completed with TROFAST lid.,30,23,42
80391839,DUVHOLMEN,Outdoor furniture,15,Inner cushion for chair cushion: 35 cm,IKEA of Sweden,No Record,No Record,No Record
60150176,BRÄDA,Tables & desks,15,Laptop support: 42x31 cm,Sarah Fager,31,9,42
90217972,ADILS,Tables & desks,15,Leg,902.179.72 Adjustable feet make the table stand steady also on uneven floors.Screws for fixing the legs to the table top are included.Suitable for table tops with a minimum thickness of 25 mm.,No Record,70,No Record
40261057,LINNMON,Tables & desks,15,Connecting fitting,IKEA of Sweden,No Record,No Record,No Record
434277,MÖJLIGHET,Tables & desks,15,Headset/tablet stand,Gustav Carlberg,No Record,No Record,No Record
40218554,ALGOT,Bookcases & shelving units,15.6,Shelf: 40x38 cm,Francis Cayouette,38,No Record,40
30449748,ANTILOP,Chairs,16,Supporting cushion,S Edholm/L Ullenius,No Record,No Record,No Record
20312604,STEGÖN,Outdoor furniture,16.2,Chair cushion:  outdoor: 35 cm,Lisel Garsveden,No Record,No Record,No Record
50347503,ENERYDA,Bookcases & shelving units,17,Knob: 20 mm,Francis Cayouette,No Record,No Record,No Record
70265247,MÖLLARP,Bookcases & shelving units,17,Handle: 106 mm,K Hagberg/M Hagberg,28,No Record,9
80339790,HACKÅS,Bookcases & shelving units,17,Knob: 15 mm,J Löfgren/J Pettersson,18,No Record,24
30236153,ORRNÄS,Bookcases & shelving units,17,Knob: 17 mm,IKEA of Sweden,30,No Record,17
20273141,HISHULT,Bookcases & shelving units,17,Knob: 23 mm,K Hagberg/M Hagberg,24,No Record,No Record
20347509,ENERYDA,TV & media furniture,17,Knob: 20 mm,Francis Cayouette,No Record,No Record,No Record
60391717,FRÖSÖN,Outdoor furniture,17.4,Cover for chair cushion: 44x44 cm,Eva Lilja Löwenhielm,44,No Record,44
10218517,ALGOT,Bookcases & shelving units,18,Mesh basket: 38x60x14 cm,Francis Cayouette,60,14,38
50282177,LACK,Bookcases & shelving units,19,Wall shelf: 30x26 cm,IKEA of Sweden,26,5,No Record
70364290,OLAUS,Bookcases & shelving units,19,Clip-on basket,IKEA of Sweden,No Record,15,13
70323600,BILLSBRO,Bookcases & shelving units,19,Handle: 120 mm,H Preutz/A Fredriksson,No Record,No Record,No Record
30141975,BERTIL,Chairs,19,Chair pad,IKEA of Sweden,No Record,No Record,No Record
90175000,JUSTINA,Chairs,19,Chair pad: 35/42x40x4.0 cm,IKEA of Sweden,40,No Record,No Record
60175006,JUSTINA,Chairs,19,Chair pad: 35/42x40x4.0 cm,IKEA of Sweden,40,No Record,No Record
90395813,JUSTINA,Chairs,19,Chair pad: 35/42x40x4.0 cm,IKEA of Sweden,40,No Record,No Record
20416593,HERDIS,Chairs,19,Chair pad: 37x37x1.8 cm,IKEA of Sweden,37,No Record,37
60304428,JUSTINA,Chairs,19,Chair pad: 35/42x40x4.0 cm,IKEA of Sweden,40,No Record,No Record
30429991,JONAXEL,Bookcases & shelving units,20,Top shelf for frame: 25x51 cm,IKEA of Sweden,No Record,No Record,51
90419965,JONAXEL,Bookcases & shelving units,20,Mesh basket: 25x51x15 cm,IKEA of Sweden,51,15,25
10218536,ALGOT,Bookcases & shelving units,20,Wall upright: 84 cm,Francis Cayouette,No Record,84,4
40104109,BILLY,Bookcases & shelving units,20,Corner fittings,IKEA of Sweden,No Record,No Record,No Record
80340048,EKET,Bookcases & shelving units,20,Suspension rail: 70 cm,IKEA of Sweden,1,4,63
50434185,ALGOT,Bookcases & shelving units,20,Wall upright: 84 cm,Francis Cayouette,No Record,84,4
80426928,ANTILOP,Chairs,20,Cover,S Edholm/L Ullenius,No Record,No Record,No Record
40454367,ANTILOP,Chairs,20,Cover,S Edholm/L Ullenius,No Record,No Record,No Record
40347508,ENERYDA,Bookcases & shelving units,22,Knob: 27 mm,Francis Cayouette,No Record,No Record,No Record
80322855,BERGHALLA,Bookcases & shelving units,22,Handle: 56 mm,H Preutz/A Fredriksson,32,No Record,9
30338415,BAGGANÄS,Bookcases & shelving units,22,Knob: 13 mm,H Preutz/A Fredriksson,24,No Record,13
347510,ENERYDA,Cabinets & cupboards,22,Knob: 27 mm,Francis Cayouette,No Record,No Record,No Record
30338420,BAGGANÄS,Cabinets & cupboards,22,Knob: 13 mm,H Preutz/A Fredriksson,24,No Record,13
60416572,SUNNEA,Chairs,22,Chair pad: 36x2.5 cm,IKEA of Sweden,No Record,No Record,No Record
60265163,BOLMEN,Chairs,22,Step stool,K Hagberg/M Hagberg,35,No Record,44
30416578,SUNNEA,Chairs,22,Chair pad: 36.0 cm,IKEA of Sweden,No Record,No Record,No Record
10150094,CILLA,Chairs,22,Chair pad: 34 cm,IKEA of Sweden,No Record,No Record,No Record
60338409,BAGGANÄS,TV & media furniture,22,Knob: 13 mm,H Preutz/A Fredriksson,24,No Record,13
60322856,BERGHALLA,TV & media furniture,22,Handle: 56 mm,H Preutz/A Fredriksson,32,No Record,9
80295526,BESTÅ,Bookcases & shelving units,25,Shelf: 56x16 cm,IKEA of Sweden,16,No Record,56
295554,BESTÅ,Bookcases & shelving units,25,Shelf: 56x36 cm,IKEA of Sweden,36,No Record,56
40347886,EDVALLA,Bookcases & shelving units,25,Drop handle: 18 mm,Francis Cayouette,11,No Record,33
20419964,JONAXEL,Bookcases & shelving units,25,Mesh basket: 50x51x15 cm,IKEA of Sweden,51,15,50
80430204,HYLLIS,Bookcases & shelving units,25,Cover: 60x27x140 cm,804.302.04 Suitable for both indoor and outdoor use.The cover is easy to put on and remove.Protects your things from dust.At the top of the cover there is an opening that allows air to circulate.You can also use the shelving unit with cover as a small greenhouse.,No Record,140,60
347888,EDVALLA,Bookcases & shelving units,25,Drop handle: 18 mm,Francis Cayouette,11,No Record,33
30284846,BESTÅ,Bookcases & shelving units,25,Suspension rail: 60 cm,IKEA of Sweden,No Record,No Record,No Record
10318159,IVAR,Bookcases & shelving units,25,Shelf: 42x30 cm,IKEA of Sweden,30,No Record,42
40348715,BESTÅ,Bookcases & shelving units,25,Drawer runner:  soft-closing,IKEA of Sweden,No Record,No Record,No Record
80419961,JONAXEL,Bookcases & shelving units,25,2 legs and 2 castors,IKEA of Sweden,No Record,No Record,No Record
348717,BESTÅ,Bookcases & shelving units,25,Drawer runner:  push-open,IKEA of Sweden,No Record,No Record,No Record
80261258,BESTÅ,Bookcases & shelving units,25,Soft closing/push-open hinge,"802.612.58 You can choose to use either the soft-closing or push-open function.With the push-opener you don’t need knobs or handles and can open the door with a light push.With the soft-closing function your doors close silently and softly. Knobs and handles are sold separately.If you choose the soft closing function for your BESTÅ, we recommend complementing the fronts with knobs/handles to make the drawers/cabinets more convenient to open.",No Record,No Record,No Record
295530,BESTÅ,Bookcases & shelving units,25,Glass shelf: 56x16 cm,IKEA of Sweden,16,No Record,56
50334303,BILLSBRO,Bookcases & shelving units,25,Handle: 120 mm,H Preutz/A Fredriksson,No Record,No Record,No Record
50357002,KALLRÖR,Bookcases & shelving units,25,Handle: 213 mm,IKEA of Sweden,38,No Record,No Record
10295539,BESTÅ,Cabinets & cupboards,25,Shelf: 56x16 cm,IKEA of Sweden,16,No Record,56
10209202,MALINDA,Chairs,25,Chair cushion: 40/35x38x7 cm,IKEA of Sweden,38,No Record,No Record
90184047,MARIUS,Chairs,25,Stool,Ola Wihlborg,No Record,No Record,40
10135659,MARIUS,Chairs,25,Stool,Ola Wihlborg,No Record,No Record,40
40202746,MALINDA,Chairs,25,Chair cushion: 40/35x38x7 cm,IKEA of Sweden,38,No Record,No Record
10331014,MALINDA,Chairs,25,Chair cushion: 40/35x38x7 cm,103.310.14 Hook and loop fasteners keep the chair cushion in place.The chair cushion has two identical sides so it can be turned over for even wear.Easy to keep clean since it is machine washable.,38,No Record,No Record
246196,MARIUS,Chairs,25,Stool,Ola Wihlborg,No Record,No Record,40
333122,MALINDA,Chairs,25,Chair cushion: 40/35x38x7 cm,IKEA of Sweden,38,No Record,No Record
50357785,UTTER,Chairs,25,Children's stool,K Hagberg/M Hagberg,No Record,No Record,No Record
40076093,ANTILOP,Chairs,25,Highchair tray,IKEA of Sweden,No Record,No Record,42
20089242,TROFAST,Children's furniture,25,Storage box: 42x30x36 cm,Studio Copenhagen,No Record,36,30
360479,SKÖTSAM,Nursery furniture,25,Cover: 55x83 cm,Annie Huldén,No Record,No Record,83
50200271,GODVIN,Tables & desks,25,Leg,IKEA of Sweden,3,70,4
90295540,BESTÅ,TV & media furniture,25,Shelf: 56x36 cm,IKEA of Sweden,36,No Record,56
338412,BAGGANÄS,Bookcases & shelving units,27,Knob: 21 mm,H Preutz/A Fredriksson,24,No Record,21
10338421,BAGGANÄS,Bookcases & shelving units,27,Knob: 20 mm,H Preutz/A Fredriksson,28,No Record,20
90338422,BAGGANÄS,Cabinets & cupboards,27,Knob: 21 mm,H Preutz/A Fredriksson,24,No Record,21
10338416,BAGGANÄS,Cabinets & cupboards,27,Knob: 20 mm,H Preutz/A Fredriksson,28,No Record,20
70319288,YTTERÖN,Outdoor furniture,27,Chair cushion:  outdoor: 35 cm,IKEA of Sweden,No Record,No Record,No Record
80328292,SÖDERHAMN,Sofas & armchairs,27,Cover for armrest,Ola Wihlborg,No Record,No Record,No Record
80338408,BAGGANÄS,TV & media furniture,27,Knob: 20 mm,H Preutz/A Fredriksson,28,No Record,20
395209,ODDBJÖRG,Chairs,28,Chair pad: 35 cm,IKEA of Sweden,No Record,No Record,No Record
90218561,ALGOT,Bookcases & shelving units,29,Drying rack: 60 cm,Francis Cayouette,38,No Record,60
10364293,OLAUS,Bookcases & shelving units,29,Cover for shelf: 92 cm,IKEA of Sweden,No Record,No Record,92
70370352,MOSSARYD,Bookcases & shelving units,29,Drop handle: 49 mm,Francis Cayouette,18,No Record,No Record
50370353,MOSSARYD,Bookcases & shelving units,29,Drop handle: 49 mm,Francis Cayouette,18,No Record,No Record
70348785,SKÄRHAMN,Bookcases & shelving units,29,Knob: 22 mm,Ebba Strandmark,24,No Record,No Record
70236151,ORRNÄS,Bookcases & shelving units,29,Handle: 170 mm,IKEA of Sweden,35,No Record,16
20382324,MAMMUT,Chairs,29,Children's stool,M Kjelstrup/A Östgaard,No Record,No Record,35
410101,VIPPÄRT,Chairs,29,Chair cushion: 38x38x6.5 cm,IKEA of Sweden,38,No Record,38
10395807,VIPPÄRT,Chairs,29,Chair cushion: 38x38x6.5 cm,IKEA of Sweden,38,No Record,38
50365361,MAMMUT,Chairs,29,Children's stool,M Kjelstrup/A Östgaard,No Record,No Record,35
20013073,NORNA,Chairs,29,Chair pad,200.130.73 The cushion can be turned over and therefore has two sides for even wear.Suitable for AGEN chair.,41,No Record,42
20411067,KUDDARNA,Outdoor furniture,29,Chair cushion:  outdoor: 36x32 cm,IKEA of Sweden,32,No Record,36
20411072,KUDDARNA,Outdoor furniture,29,Chair cushion:  outdoor: 36x32 cm,IKEA of Sweden,32,No Record,36
10432193,LACK,Tables & desks,29,Glass top: 55x55 cm,104.321.93 The tabletop in tempered glass is stain resistant and easy to clean.Handle with care! A damaged edge or scratched surface can cause the glass to suddenly crack or break. Avoid bumps from the side - this is where the glass is most vulnerable.Safety fittings included.,No Record,No Record,55
69253033,FRÖSÖN/DUVHOLMEN,Outdoor furniture,29.4,Chair cushion:  outdoor: 35 cm,IKEA of Sweden/Eva Lilja Löwenhielm,No Record,No Record,No Record
60299691,BRYNILEN,Beds,30,Leg: 10 cm,Ola Wihlborg,No Record,No Record,No Record
20299688,BRENNÅSEN,Beds,30,Leg: 10 cm,Ola Wihlborg,7,No Record,7
10309616,BÅTSFJORD,Beds,30,Leg: 10 cm,Ehlén Johansson,No Record,No Record,No Record
20346072,KALLAX,Bookcases & shelving units,30,Shelf insert,Chenyi Ke,12,35,33
30434186,ALGOT,Bookcases & shelving units,30,Shelf: 60x38 cm,Francis Cayouette,38,No Record,60
60295532,BESTÅ,Bookcases & shelving units,30,Glass shelf: 56x36 cm,IKEA of Sweden,36,No Record,56
10265293,BILLY,Bookcases & shelving units,30,Extra shelf: 36x26 cm,IKEA of Sweden,26,No Record,36
60217799,GUNDE,Chairs,30,Folding chair,K Hagberg/M Hagberg,45,78,41
217797,GUNDE,Chairs,30,Folding chair,K Hagberg/M Hagberg,45,78,41
90091454,TROFAST,Children's furniture,30,Shelf,Studio Copenhagen,No Record,No Record,30
10356127,VÄDRA,Nursery furniture,30,Cover for babycare mat: 48x74 cm,Annie Huldén,No Record,No Record,48
80391844,DUVHOLMEN,Outdoor furniture,30,Inner cushion for chair cushion: 44x44 cm,IKEA of Sweden,44,No Record,44
30449908,LACK,Tables & desks,30,Side table: 55x55 cm,IKEA of Sweden,No Record,45,55
10364066,LAPPVIKEN,Cabinets & cupboards,31.5,Door/drawer front: 60x38 cm,IKEA of Sweden,No Record,38,60
30342479,HACKÅS,Bookcases & shelving units,32,Handle: 100 mm,J Löfgren/J Pettersson,18,No Record,24
40354221,MARTIN,Chairs,34,Chair frame,IKEA of Sweden,55,No Record,52
30318163,IVAR,Bookcases & shelving units,35,Shelf: 83x30 cm,IKEA of Sweden,30,No Record,83
20417205,STUK,Bookcases & shelving units,35,Storage case: 55x51x18 cm,IKEA of Sweden,51,18,55
40309573,STUK,Bookcases & shelving units,35,Storage case: 55x51x18 cm,IKEA of Sweden,51,18,55
286677,HEJNE,Bookcases & shelving units,35,Post: 171 cm 2 pack,IKEA of Sweden,No Record,171,No Record
60293566,STUBBARP,Bookcases & shelving units,35,Leg,IKEA of Sweden,44,100,44
60334312,BILLSBRO,Bookcases & shelving units,35,Handle: 320 mm,H Preutz/A Fredriksson,No Record,No Record,No Record
70347516,ENERYDA,Bookcases & shelving units,35,Handle: 112 mm,Francis Cayouette,30,No Record,17
347505,ENERYDA,Bookcases & shelving units,35,Knob: 35 mm,Francis Cayouette,No Record,No Record,No Record
338407,BAGGANÄS,Bookcases & shelving units,35,Handle: 143 mm,H Preutz/A Fredriksson,31,No Record,9
30373164,KLACKBERG,Bookcases & shelving units,35,Knob: 35 mm,Charlie Styrbjörn,30,No Record,No Record
90347515,ENERYDA,Bookcases & shelving units,35,Cup handle: 89 mm,Francis Cayouette,30,No Record,22
90265246,HISHULT,Bookcases & shelving units,35,Handle: 140 mm,K Hagberg/M Hagberg,37,No Record,12
50323597,BILLSBRO,Bookcases & shelving units,35,Handle: 320 mm,H Preutz/A Fredriksson,No Record,No Record,No Record
10357004,KALLRÖR,Bookcases & shelving units,35,Handle: 405 mm,IKEA of Sweden,38,No Record,No Record
20347514,ENERYDA,Cabinets & cupboards,35,Handle: 112 mm,Francis Cayouette,30,No Record,17
60347507,ENERYDA,Cabinets & cupboards,35,Knob: 35 mm,Francis Cayouette,No Record,No Record,No Record
40416587,HILLARED,Chairs,35,Chair pad: 36x36x3.0 cm,IKEA of Sweden,36,No Record,36
50346985,LANGUR,Chairs,35,Padded seat cover for junior chair,Chenyi Ke,60,36,56
410120,HILLARED,Chairs,35,Chair pad: 36x36x3.0 cm,IKEA of Sweden,36,No Record,36
50412942,FRÖSÖN,Outdoor furniture,35,Cover for chair cushion: 50x50 cm,Eva Lilja Löwenhielm,No Record,No Record,50
60417897,DUVHOLMEN,Outdoor furniture,35,Inner cushion for chair cushion: 50x50 cm,IKEA of Sweden,50,No Record,50
40293567,STUBBARP,TV & media furniture,35,Leg,IKEA of Sweden,44,100,44
50347517,ENERYDA,TV & media furniture,35,Cup handle: 89 mm,Francis Cayouette,30,No Record,22
80338413,BAGGANÄS,TV & media furniture,35,Handle: 143 mm,H Preutz/A Fredriksson,31,No Record,9
70267133,VÄDDÖ,Outdoor furniture,35.4,Stool:  outdoor,Henrik Preutz,33,46,36
40364060,LAPPVIKEN,Bookcases & shelving units,38.5,Door: 60x64 cm,IKEA of Sweden,No Record,64,60
30428326,HYLLIS,Bookcases & shelving units,39,Shelving unit: 60x27x74 cm,IKEA of Sweden,27,74,60
90282180,LACK,Bookcases & shelving units,39,Wall shelf: 110x26 cm,IKEA of Sweden,26,No Record,No Record
70318161,IVAR,Bookcases & shelving units,39,Shelf: 42x50 cm,IKEA of Sweden,50,No Record,42
30371056,SKÄRHAMN,Cabinets & cupboards,39,Knob: 30 mm,Ebba Strandmark,35,No Record,No Record
90412450,ELSEBET,Chairs,39,Chair pad: 43x42x4.0 cm,IKEA of Sweden,42,No Record,43
70391712,FRÖSÖN,Outdoor furniture,39,Cover for back cushion: 62x44 cm,Eva Lilja Löwenhielm,No Record,No Record,62
20314698,YTTERÖN,Outdoor furniture,39,Chair cushion:  outdoor: 40x40 cm,IKEA of Sweden,40,No Record,40
411087,KUDDARNA,Outdoor furniture,39,Chair cushion:  outdoor: 44x44 cm,IKEA of Sweden,44,No Record,44
411092,KUDDARNA,Outdoor furniture,39,Chair cushion:  outdoor: 44x44 cm,IKEA of Sweden,44,No Record,44
50468694,EMTEN,Sofas & armchairs,39,Bath mat: 50x80 cm,IKEA of Sweden,No Record,No Record,50
30381183,KNARREVIK,Tables & desks,39,Bedside table: 37x28 cm,IKEA of Sweden,28,45,37
60193736,LACK,Tables & desks,39,Side table: 55x55 cm,IKEA of Sweden,No Record,45,55
471222,VESKEN,Trolleys,39,Trolley: 54x18x71 cm,David Wahl,18,71,54
20336619,HENRIKSDAL,Bar furniture,40,Cover for bar stool with backrest,IKEA of Sweden,No Record,No Record,No Record
40299687,BURFJORD,Beds,40,Leg: 10 cm,Ola Wihlborg,55,No Record,55
70299695,BJORLI,Beds,40,Leg: 10 cm,Ola Wihlborg,No Record,No Record,No Record
10293597,NANNARP,Bookcases & shelving units,40,Leg,Carl Öjerstam,100,100,100
10219178,ADDE,Chairs,40,Chair,Marcus Arvonen,47,77,39
10417852,VALLENTUNA,Sofas & armchairs,40,Cover for back cushion,IKEA of Sweden,13,60,80
20293592,NANNARP,TV & media furniture,40,Leg,Carl Öjerstam,100,100,100
287808,HEJNE,Bookcases & shelving units,45,Shelf: 77x28 cm 2 pack,IKEA of Sweden,28,No Record,77
80349001,EKET,Bookcases & shelving units,45,Underframe: 35x35x10 cm,Jon Karlsson,34,10,34
10322849,SVALNÄS,Bookcases & shelving units,45,Wall upright: 176 cm,Jon Karlsson,3,176,No Record
90334612,EKET,Bookcases & shelving units,45,Underframe: 35x25x10 cm,Jon Karlsson,24,10,34
10422325,IVAR,Bookcases & shelving units,45,Clothes rail: 83x50 cm,IKEA of Sweden,No Record,No Record,83
408297,BOTTNA,Bookcases & shelving units,45,Display shelf: 36x32 cm,K Hagberg/M Hagberg,No Record,32,36
73755709,IVAR,Bookcases & shelving units,45,Side unit: 30x124 cm,IKEA of Sweden,No Record,124,30
10291678,LAPPVIKEN,Bookcases & shelving units,45,Drawer front: 60x26 cm,IKEA of Sweden,No Record,26,60
30291682,LAPPVIKEN,Bookcases & shelving units,45,Door/drawer front: 60x38 cm,IKEA of Sweden,No Record,38,60
40310208,IVAR,Bookcases & shelving units,45,Bottle rack: 83x30 cm,Sarah Fager,30,3,83
90422326,IVAR,Bookcases & shelving units,45,Wire shelf: 83x50 cm,IKEA of Sweden,50,No Record,83
50334317,BILLSBRO,Bookcases & shelving units,45,Handle: 520 mm,H Preutz/A Fredriksson,No Record,No Record,No Record
20390574,STALLARP,Bookcases & shelving units,45,Leg,Carl Öjerstam,4,10,4
30357003,KALLRÖR,Bookcases & shelving units,45,Handle: 597 mm,IKEA of Sweden,38,No Record,No Record
30428901,EKET,Cabinets & cupboards,45,Glass door: 32x32 cm,304.289.01 Transforms a single open cube in the EKET series into a display case.Protects the things you love and minimises the need to dust.Tempered glass is more impact resistant than ordinary glass and the surface is easy to clean.Handle with care! A damaged edge or scratched surface can cause the glass to suddenly crack or break. Avoid bumps from the side - this is where the glass is most vulnerable.,No Record,32,32
70451635,POÄNG,Chairs,45,Children's armchair cushion,704.516.35 Easy to keep clean since the cushion can be machine washed.Recommended for ages from 3 years.Children’s armchair frame is sold separately.,No Record,No Record,39
60357737,UTTER,Children's furniture,45,Children's table,K Hagberg/M Hagberg,No Record,43,42
40411047,KUDDARNA,Outdoor furniture,45,Back cushion:  outdoor: 62x44 cm,IKEA of Sweden,No Record,No Record,62
50382493,KUNGSHAMN,Sofas & armchairs,45,Cover for footstool module,Mikael Axelsson,No Record,No Record,No Record
80130776,LERBERG,Tables & desks,45,Trestle: 70x60 cm,IKEA of Sweden,39,70,60
20222458,SUMMERA,Tables & desks,45,Drawer insert with 6 compartments: 44x37 cm,IKEA of Sweden,No Record,3,37
40323593,BILLSBRO,TV & media furniture,45,Handle: 520 mm,H Preutz/A Fredriksson,No Record,No Record,No Record
20449517,KLEPPSTAD,Wardrobes,45,Shelf: 76x50 cm,IKEA of Sweden,50,No Record,76
10453755,RAKKESTAD,Wardrobes,45,Shelf: 76x50 cm,IKEA of Sweden,50,No Record,76
40390766,SULARP,Bookcases & shelving units,45.5,Leg,Carl Öjerstam,38,10,No Record
44361010,BRYNE,Beds,49,Net,443.610.10 Easy to keep clean since you can remove the fabric and wash it by machine.NEVER use for infants and young children.WARNING! Entanglement and strangulation hazard.The net is not intended to be used as protection against mosquitos or other insects.,No Record,No Record,No Record
20348896,ÖSTERNÄS,Bookcases & shelving units,49,Leather handle: 65 mm,H Preutz/A Fredriksson,No Record,No Record,25
90294989,SKUBB,Bookcases & shelving units,49,Storage case: 69x55x19 cm,IKEA of Sweden,55,19,69
80318165,IVAR,Bookcases & shelving units,49,Shelf: 83x50 cm,IKEA of Sweden,50,No Record,83
30294987,SKUBB,Bookcases & shelving units,49,Storage case: 69x55x19 cm,IKEA of Sweden,55,19,69
70348894,BJÄRRED,Bookcases & shelving units,49,Handle: 175 mm,H Preutz/A Fredriksson,34,No Record,No Record
30323598,BILLSBRO,Bookcases & shelving units,49,Handle: 1880 mm,H Preutz/A Fredriksson,No Record,No Record,No Record
30115066,NISSE,Chairs,49,Folding chair,"301.150.66 You sit comfortably thanks to the chair's shaped back and seat.You can hang the chair on a hook on the wall to save space.You can fold the chair, so it takes less space when you're not using it.The chair is available in different colours – choose your favourite or mix.This chair has been tested for home use and meets the requirements for durability and safety, set forth in the following standards: EN 12520 and EN 1022.",47,76,45
90412426,NISSE,Chairs,49,Folding chair,Lisa Norinder,47,76,45
10461010,BORTBERG,Chairs,49,Lumbar cushion: 31x23 cm,"104.610.10 The lumbar cushion helps you to sit up straight, which relieves both the spine and lower back.You easily attach the lumbar cushion to your favourite chair with the sewn-on touch-and-close fastening.Fixed cover.",No Record,No Record,23
30326177,LENNART,Chests of drawers & drawer units,49,Drawer unit,Jon Karlsson,34,56,30
20252266,SUMMERA,Chests of drawers & drawer units,49,Drop file,Eva Lilja Löwenhielm,No Record,24,31
10243574,BUSA,Children's furniture,49,Children's tent,Maria Vinka,No Record,76,76
50422210,HÅLLÖ,Outdoor furniture,49,Chair cushion:  outdoor: 44x44 cm,IKEA of Sweden,44,No Record,44
10391833,DUVHOLMEN,Outdoor furniture,49,Inner cushion for back cushion: 62x44 cm,IKEA of Sweden,No Record,No Record,62
